book_title,author,isbn,publisher,weeks_on_list,movie_title,year,length,movie_genre,movie_rating,star_rating, gross_amount ,Book Title (GoodReads),Author,average_rating,isbn,isbn13,language_code,publication_date,publisher
,,,,,,,,,,,,Winterdance: The Fine Madness of Running the Iditarod,Gary Paulsen,4.26,156001454,9780810000000,en-US,11/10/2003,University Press of Florida
,,,,,,,,,,,,Winter's Heart (The Wheel of Time  #9),Robert Jordan,3.94,081257558X,9780160000000,eng,2/17/1995,Mariner Books
,,,,,,,,,,,,Winter's Tale,Mark Helprin,3.5,156031191,9780810000000,eng,1/7/2002,Tor Fantasy
,,,,,,,,,,,,Winter's Tales,Isak Dinesen/Karen Blixen,3.9,679743340,9780160000000,eng,6/1/2005,Mariner Books
,,,,,,,,,,,,Wintersmith (Discworld  #35; Tiffany Aching  #3),Terry Pratchett,4.24,60890312,9780680000000,eng,6/1/1993,Vintage
,,,,,,,,,,,,Wise Child,Monica Furlong,4.14,394891058,9780060000000,eng,10/1/2006,HarperTempest
,,,,,,,,,,,,Wish You Were Here: The Official Biography of Douglas Adams,Nick  Webb,4.14,345476514,9780390000000,eng,2/24/2004,Random House
,,,,,,,,,,,,Witch Baby (Weetzie Bat  #2),Francesca Lia Block,4.18,64470652,9780350000000,eng,12/27/2005,Del Rey
,,,,,,,,,,,,Witch Grass,Raymond Queneau/Barbara Wright,3.93,1590170318,9780060000000,eng,1/1/1992,HarperTeen
,,,,,,,,,,,,Witches Abroad (Discworld  #12),Terry Pratchett,4.22,055215296X,9781590000000,eng,1/31/2003,NYRB Classics
,,,,,,,,,,,,Witches Abroad (Discworld  #12; Witches #3),Terry Pratchett,4.22,61020613,9780550000000,en-GB,8/1/2005,Corgi
,,,,,,,,,,,,With Friends Like These...,Alan Dean Foster,3.94,345323904,9780060000000,eng,7/30/2002,HarperTorch
,,,,,,,,,,,,With Her Last Breath,Cait London,3.66,006000181X,9780350000000,eng,11/12/1977,Del Rey
,,,,,,,,,,,,With No One as Witness (Inspector Lynley  #13),Elizabeth  George,4.04,60545615,9780060000000,en-US,6/24/2003,Avon
,,,,,,,,,,,,With Open Hands,Henri J.M. Nouwen/Sue Monk Kidd,4.3,1594710643,9780060000000,eng,2/28/2006,Harper
,,,,,,,,,,,,Wither (Wendy Ward  #1),J.G. Passarella,3.71,671024817,9781590000000,en-US,4/1/2006,Ave Maria Press
,,,,,,,,,,,,Within a Budding Grove  Volume 2 (Remembrance of Things Past  #3),Stéphane Heuet/Stanislas Brézet/Marcel Proust,4.04,1561633429,9780670000000,eng,3/1/2000,Pocket Books
,,,,,,,,,,,,Within a Budding Grove (In Search of Lost Time  #2),Marcel Proust/C.K. Scott Moncrieff/Terence Kilmartin/D.J. Enright,4.4,375752196,9781560000000,eng,1/1/2003,ComicsLit
,,,,,,,,,,,,Without Fail (Jack Reacher  #6),Lee Child/Dick Hill,4.15,1590860624,9780380000000,eng,11/3/1998,Modern Library
,,,,,,,,,,,,Without Remorse (John Clark  #1; Jack Ryan Universe Publication Order #6),Tom Clancy,4.18,425143325,9781590000000,eng,5/17/2002,Brilliance Audio
,,,,,,,,,,,,Witness,Karen Hesse,3.72,439272009,9780430000000,eng,8/1/1994,Berkley Books
,,,,,,,,,,,,Witness for the Prosecution and Selected Plays,Agatha Christie,4.05,000649045X,9780440000000,eng,3/1/2003,Scholastic Paperbacks
,,,,,,,,,,,,Wittgenstein on Rules and Private Language: An Elementary Exposition,Saul A. Kripke,4.01,674954017,9780010000000,eng,10/7/1995,HarperCollins Publishers Ltd
,,,,,,,,,,,,Wittgenstein's Poker: The Story of a Ten-Minute Argument Between Two Great Philosophers,David Edmonds/John Eidinow,3.76,60936649,9780670000000,eng,7/15/1984,Harvard University Press
,,,,,,,,,,,,Wittgenstein's Vienna,Allan Janik/Stephen Toulmin,4.06,1566631327,9780060000000,eng,9/17/2002,Ecco
,,,,,,,,,,,,Wizard: The Life and Times of Nikola Tesla: Biography of a Genius,Marc J.  Seifer/William H. Terbo,3.78,806519606,9781570000000,eng,9/1/1996,Ivan R. Dee Publisher
,,,,,,,,,,,,Wizard's First Rule (Sword of Truth  #1),Terry Goodkind,4.13,765346524,9780810000000,eng,2/1/2001,Citadel
,,,,,,,,,,,,Wokini: A Lakota Journey to Happiness and Self-Understanding,Billy Mills/Nicholas Sparks,3.57,1561706604,9780770000000,eng,4/14/2003,Tor Books
,,,,,,,,,,,,Wolf Willow,Wallace Stegner/Page Stegner,3.97,141185015,9781560000000,eng,6/1/2003,Hay House
,,,,,,,,,,,,Wolfskin (Saga of the Light Isles  #1),Juliet Marillier,4.01,765345900,9780140000000,eng,12/1/2000,Penguin Classics
,,,,,,,,,,,,Wolf-Speaker (Immortals  #2),Tamora Pierce,4.21,1416903445,9780770000000,eng,8/1/2004,Tor Books
,,,,,,,,,,,,Wolves of the Calla (The Dark Tower  #5),Stephen King/Bernie Wrightson,4.18,141651693X,9781420000000,eng,6/1/2005,Simon Pulse
,,,,,,,,,,,,Woman Hollering Creek and Other Stories,Sandra Cisneros,4.04,679738568,9781420000000,eng,2/1/2006,Pocket Books
,,,,,,,,,,,,Women,Charles Bukowski,3.86,61177598,9780680000000,eng,3/3/1992,Vintage
,,,,,,,,,,,,Women  Cats: The History of a Love Affair,Michelle Lovric/Lisa Pentreath,4.23,1556525133,9780060000000,eng,7/29/2014,Ecco
,,,,,,,,,,,,Women and Writing,Virginia Woolf/Michèle Barrett,4.07,156028069,9781560000000,eng,9/1/2003,Chicago Review Press
,,,,,,,,,,,,Women in Love,D.H. Lawrence,3.67,486424588,9780160000000,eng,3/31/2003,A Harvest Book/Harcourt  Inc.
,,,,,,,,,,,,Women Who Love Too Much,Robin Norwood,4.02,99474123,9780490000000,eng,1/15/2003,Dover Publications
,,,,,,,,,,,,Wonder of the World,David Lindsay-Abaire,3.93,822218631,9780100000000,eng,9/2/2004,Arrow
,,,,,,,,,,,,Wonderful Alexander and the Catwings,Ursula K. Le Guin/S.D. Schindler,4.13,053106851X,9780820000000,eng,12/31/2003,Dramatists Play Service  Inc.
,,,,,,,,,,,,Wonderful Life: The Burgess Shale and the Nature of History,Stephen Jay Gould,4.12,039330700X,9780530000000,eng,9/1/1994,Orchard Books
,,,,,,,,,,,,Wonderland (Wonderland Quartet  #4),Joyce Carol Oates/Elaine Showalter,3.8,081297655X,9780390000000,eng,9/17/1990,W. W. Norton & Company
,,,,,,,,,,,,Wooden: A Lifetime of Observations and Reflections On and Off the Court,John Wooden/Steve Jamison,4.45,809230410,9780810000000,eng,9/12/2006,Modern Library
,,,,,,,,,,,,Woody Allen and Philosophy: [You Mean My Whole Fallacy Is Wrong?],Mark T. Conard/Aeon J. Skoble/Tom Morris/William Irwin,3.75,812694538,9780810000000,eng,4/22/1997,McGraw-Hill
,,,,,,,,,,,,Wookiee Cookies: A Star Wars Cookbook,Robin  Davis/Frankie Frankeny,3.93,811821846,9780810000000,eng,8/9/2004,Open Court
,,,,,,,,,,,,Word Freak: Heartbreak  Triumph  Genius  and Obsession in the World of Competitive Scrabble Players,Stefan Fatsis,3.82,142002267,9780810000000,eng,9/1/1998,Chronicle Books
,,,,,,,,,,,,Word of Honor,Nelson DeMille,4.17,446674826,9780140000000,eng,7/30/2002,Penguin Books
,,,,,,,,,,,,Words of Silk,Erin St. Claire/Sandra Brown,3.56,446614165,9780450000000,eng,9/1/1998,Grand Central Publishing
,,,,,,,,,,,,Working Effectively with Legacy Code,Michael C. Feathers,4.14,131177052,9780450000000,eng,4/1/2005,Grand Central Publishing
,,,,,,,,,,,,Working with Emotional Intelligence,Daniel Goleman,3.81,553378589,76092025986,eng,9/1/2004,Prentice Hall
,,,,,,,,,,,,Works of Hesiod and the Homeric Hymns,Hesiod/Daryl Hine,3.73,226329658,9780550000000,eng,1/4/2000,Bantam
,,,,,,,,,,,,World Atlas of Great Apes and their Conservation,Julian Caldecott/Lera Miles,4.5,520246330,9780230000000,eng,1/15/2005,University of Chicago Press
,,,,,,,,,,,,World Light,Halldór Laxness/Magnus Magnusson,4.14,375727574,9780520000000,en-GB,11/1/2005,University of California Press
,,,,,,,,,,,,World of Warcraft Atlas,Brady Games,4.09,744004411,9780380000000,eng,10/8/2002,Vintage
,,,,,,,,,,,,World of Wonders (The Deptford Trilogy  #3),Robertson Davies/Wayne Johnston,4.09,143039148,9780740000000,eng,9/20/2005,BradyGames
,,,,,,,,,,,,World War 3 Illustrated: Confrontational Comics,Scott   Cunningham/Peter Kuper/Seth Tobocman/Sabrina Jones,3.85,1568580398,9780140000000,eng,2/28/2006,Penguin Classics
,,,,,,,,,,,,World War II: A Short History,Michael J. Lyons,3.9,130977691,9781570000000,eng,10/17/1995,Running Press
,,,,,,,,,,,,World War One British Poets: Brooke  Owen  Sassoon  Rosenberg and Others,Candace Ward,4.02,486295680,9780130000000,en-US,6/19/2003,Routledge
,,,,,,,,,,,,World War Z: An Oral History of the Zombie War,Max Brooks,4.01,307346609,9780490000000,eng,4/22/1997,Dover Publications
,,,,,,,,,,,,Worlds Apart (Worlds 2),Joe Haldeman,3.69,380716828,9780310000000,eng,9/12/2006,Crown
,,,,,,,,,,,,World's End,T. Coraghessan Boyle,4.01,140299939,9780380000000,eng,6/28/1992,Avon Books (AvoNova)
,,,,,,,,,,,,World's End (The Sandman  #8),Neil Gaiman/Mike Allred/Gary Amaro/Mark Buckingham/David Giordano/Tony Harris/Steve Leialoha/Vince Locke/Shea Anton Pensa/Alec Stevens/Bryan Talbot/John Watkiss/Todd Klein/Michael Zulli/Stephen King,4.47,1563891700,9780140000000,eng,7/20/1990,Penguin Books
,,,,,,,,,,,,Worlds Enough & Time: Five Tales of Speculative Fiction,Dan Simmons,3.75,60506040,9781560000000,eng,7/16/1999,Vertigo
,,,,,,,,,,,,Worlds Enough and Time (Worlds #3),Joe Haldeman,3.7,688090257,9780060000000,eng,11/26/2002,Harper Voyager
,,,,,,,,,,,,World's Fair,E.L. Doctorow,3.83,452275725,9780690000000,eng,5/1/1992,William Morrow & Company
,,,,,,,,,,,,Worlds of Wonder,Terry Pastor/Damon Knight/Philip K. Dick/C.M. Kornbluth/Bob Shaw/Frederik Pohl/Alfred Bester/C.L. Moore/Henry Kuttner/Robert Sheckley/James Blish/Cordwainer Smith/Brian W. Aldiss/Jack Vance,4.13,575043555,9780450000000,eng,5/1/1996,Plume
,,,,,,,,,,,,Worlds of Wonder: How to Write Science Fiction & Fantasy,David Gerrold,3.92,1582970076,9780580000000,eng,11/10/1988,Orion Publishing Co
,,,,,,,,,,,,Would I Lie to You (Gossip Girl  #10),Cecily von Ziegesar,3.59,316011835,9781580000000,eng,4/1/2004,Writer's Digest Books
,,,,,,,,,,,,Wouldn't Take Nothing for My Journey Now,Maya Angelou,4.27,553380176,9780320000000,eng,10/4/2006,Little  Brown Young Readers
,,,,,,,,,,,,Wrapped in Rainbows: The Life of Zora Neale Hurston,Valerie Boyd,4.32,743253299,9780550000000,eng,5/12/1997,Bantam
,,,,,,,,,,,,Wrinkles in Time,George Smoot/Keay Davidson,4.01,380720442,9780740000000,eng,2/3/2004,Scribner
,,,,,,,,,,,,Write Great Code: Volume 1: Understanding the Machine,Randall Hyde,3.92,1593270038,9780380000000,eng,10/1/1994,Harper Perennial
,,,,,,,,,,,,Writing,Marguerite Duras,3.75,1571290532,9781590000000,eng,11/8/2004,No Starch Press
,,,,,,,,,,,,Writing Degree Zero,Roland Barthes/Annette Lavers/Colin Smith/Susan Sontag,3.88,809013843,9781570000000,eng,5/6/1999,Brookline Books
,,,,,,,,,,,,Writing Down the Bones: Freeing the Writer Within,Natalie Goldberg,4.19,1590303164,9780810000000,eng,5/1/1977,Hill and Wang
,,,,,,,,,,,,Writing Secure Code,Michael  Howard/David LeBlanc,4.01,735617228,9781590000000,eng,1/10/2006,Shambhala Publications
,,,,,,,,,,,,Writing the Novel: From Plot to Print,Lawrence Block,3.95,898792088,9780740000000,en-US,12/14/2002,Microsoft Press
,,,,,,,,,,,,Writing the Qualitative Dissertation: Understanding by Doing,Judith M. Meloy,3.73,805832890,9780900000000,eng,10/28/2002,Writer's Digest Books
,,,,,,,,,,,,Writings 1878–1899: Psychology: Briefer Course / The Will to Believe / Talks to Teachers and to Students / Essays,William  James/Gerald Eugene Myers,4.25,940450720,9780810000000,eng,7/3/2001,Psychology Press
,,,,,,,,,,,,Writings 1902-1910: The Varieties of Religious Experience / Pragmatism / A Pluralistic Universe / The Meaning of Truth / Some Problems of Philosophy / Essays,William  James/Bruce Kuklick,4.21,940450380,9780940000000,eng,6/1/1992,Library of America
,,,,,,,,,,,,Writings and Selected Narratives of the Exploration and Settlement of Virginia,John  Smith,3.39,1598530011,9780940000000,eng,2/1/1988,Library of America
,,,,,,,,,,,,Writings on Art,Mark Rothko/Miguel López-Remiro,3.84,300114400,9781600000000,en-US,3/22/2007,Library of America
,,,,,,,,,,,,Writings to Young Women from Laura Ingalls Wilder: On Life as a Pioneer Woman (Writings to Young Women from Laura Ingalls Wilder #2),Laura Ingalls Wilder/Stephen W. Hines,3.92,1400307856,9780300000000,eng,4/28/2006,Yale University Press
,,,,,,,,,,,,Writings to Young Women from Laura Ingalls Wilder: On Wisdom and Virtues (Writings to Young Women on Laura Ingalls Wilder #1),Laura Ingalls Wilder/Stephen W. Hines,3.99,1400307848,9781400000000,eng,5/10/2006,Tommy Nelson
,,,,,,,,,,,,Writings to Young Women on Laura Ingalls Wilder: As Told By Her Family  Friends  and Neighbors (Writings to Young Women on Laura Ingalls Wilder #3),Laura Ingalls Wilder/Stephen W. Hines,3.98,1400307864,9781400000000,eng,5/10/2006,Tommy Nelson
,,,,,,,,,,,,Written on the Body,Jeanette Winterson,4.07,679744479,9781400000000,eng,5/8/2006,Thomas Nelson
,,,,,,,,,,,,Wuthering Heights,Emily Brontë,3.85,140620125,9780680000000,eng,2/1/1994,Vintage
,,,,,,,,,,,,Wuthering Heights,Emily Brontë/Alice Hoffman,3.85,451529251,9780140000000,eng,1/13/2007,Penguin Books
,,,,,,,,,,,,Wyrd Sisters (Discworld  #6; Witches #2),Terry Pratchett,4.13,61020664,9780450000000,eng,3/2/2004,Signet Classics
,,,,,,,,,,,,Wyrms,Orson Scott Card,3.38,765305607,9780060000000,eng,2/6/2001,Hartorch
,,,,,,,,,,,,X/1999  Volume 01: Prelude,CLAMP,3.96,1569319499,9780770000000,eng,4/5/2003,Orb Books
,,,,,,,,,,,,X/1999  Volume 02: Overture,CLAMP/Fred Burke,4.03,1569319502,9781570000000,eng,4/30/2003,VIZ Media LLC
,,,,,,,,,,,,Xanth: The Quest for Magic (Xanth  #1-3),Piers Anthony,4.06,034545328X,9781570000000,en-US,4/30/2003,VIZ Media LLC
,,,,,,,,,,,,Xenocide (Ender's Saga  #3),Orson Scott Card/Piotr W. Cholewa,3.79,312861877,9780350000000,en-US,10/29/2002,Del Rey
,,,,,,,,,,,,X-Statix  Volume 1: Good Omens,Peter Milligan/Mike Allred/Paul Pope,3.97,785110593,9780310000000,eng,7/15/1996,Tor Books
,,,,,,,,,,,,Yakitate!! Japan  Volume 1,Takashi Hashiguchi,3.97,1421507196,9780790000000,eng,1/1/2003,Marvel
,,,,,,,,,,,,Yakitate!! Japan  Volume 2,Takashi Hashiguchi,3.99,142150720X,9781420000000,en-US,9/12/2006,VIZ Media LLC
,,,,,,,,,,,,Yakitate!! Japan  Volume 3,Takashi Hashiguchi,3.97,1421507218,9781420000000,eng,11/14/2006,VIZ Media LLC
,,,,,,,,,,,,Yakitate!! Japan  Volume 4,Takashi Hashiguchi,4,1421509210,9781420000000,eng,1/9/2007,VIZ Media LLC
,,,,,,,,,,,,Yakitate!! Japan  Volume 5,Takashi Hashiguchi,4.02,1421509229,9781420000000,en-US,3/13/2007,VIZ Media LLC
,,,,,,,,,,,,Yakitate!! Japan  Volume 6,Takashi Hashiguchi,4,1421509237,9781420000000,en-US,5/8/2007,VIZ Media LLC
,,,,,,,,,,,,Yakitate!! Japan  Volume 7,Takashi Hashiguchi,3.98,1421509245,9781420000000,eng,7/10/2007,VIZ Media LLC
,,,,,,,,,,,,Yanks: The Epic Story of the American Army in World War I,John S.D. Eisenhower/Joanne Thompson Eisenhower,3.72,743223853,9781420000000,eng,9/11/2007,VIZ Media LLC
,,,,,,,,,,,,Yeah  I Said It,Wanda Sykes,3.71,743482719,9780740000000,eng,6/4/2002,Free Press
,,,,,,,,,,,,Year of Wonders,Geraldine Brooks,4.01,142001430,9780740000000,en-US,9/13/2005,Atria Books
,,,,,,,,,,,,Year Zero,Jeff Long,3.6,1416534423,9780140000000,eng,4/30/2002,Penguin Books
,,,,,,,,,,,,Year's Happy Ending,Betty Neels,3.97,373511620,9781420000000,eng,7/1/2006,Atria Books
,,,,,,,,,,,,Yeats Is Dead,Roddy Doyle/Frank McCourt/Conor McPherson/Gene Kerrigan/Gina Moxley/Marian Keyes/Pauline McLynn/Tom Humphries/Joseph O'Connor/Anthony Cronin/Owen O'Neill/Hugo Hamilton/Charlie O'Neill/Gerard Stembridge/Donal O'Kelly,3.4,99422344,9780370000000,eng,9/24/2001,Harlequin Readers' Choice
,,,,,,,,,,,,Yellow Back Radio Broke-Down,Ishmael Reed,3.83,1564782387,9780100000000,eng,6/6/2002,Vintage
,,,,,,,,,,,,Yellow Dog,Martin Amis,2.79,1400077273,9781560000000,eng,5/1/2000,Dalkey Archive Press
,,,,,,,,,,,,Yes  Your Teen Is Crazy!: Loving Your Kid Without Losing Your Mind,Michael J. Bradley,4.29,936197447,9781400000000,eng,1/4/2005,Vintage
,,,,,,,,,,,,Yesterday  I Cried,Iyanla Vanzant,4.23,684867486,9780940000000,en-US,11/8/2002,Harbor Press
,,,,,,,,,,,,Yiddish with Dick and Jane,Ellis Weiner/Barbara Davilman/Gabi Payn,3.92,316159727,9780680000000,en-US,3/2/2000,Atria Books
,,,,,,,,,,,,Yoda: Dark Rendezvous,Sean Stewart,3.88,345463099,9780320000000,en-US,9/13/2004,Little  Brown and Company
,,,,,,,,,,,,Yon Ill Wind (Xanth #20),Piers Anthony,3.76,812555104,9780350000000,eng,11/23/2004,Del Rey
,,,,,,,,,,,,Yosemite: Its Discovery  Its Wonder and Its People,Margaret Sanborn,3.96,939666502,9780810000000,eng,10/15/1997,Tor Fantasy
,,,,,,,,,,,,You are Being Lied To: The Disinformation Guide to Media Distortion  Historical Whitewashes  and Cultural Myths,Russ Kick,3.87,966410076,9780940000000,eng,12/1/1989,Yosemite Conservancy
,,,,,,,,,,,,You Belong To Me,Mary Higgins Clark,3.87,671004549,9780970000000,eng,4/1/2001,Disinformation Company
,,,,,,,,,,,,You Bright and Risen Angels,William T. Vollmann,4.08,140110879,9780670000000,en-US,4/1/1999,Pocket Books
,,,,,,,,,,,,You Can Draw: Star Wars,Bonnie Burton/Matt Busch/Tom Hodges,4.05,075662343X,9780140000000,eng,12/1/1988,Penguin Books
,,,,,,,,,,,,You Can Have What You Want: Proven Strategies for Inner and Outer Success,Michael Neill,4.14,1401911838,9780760000000,eng,1/15/2007,DK Children
,,,,,,,,,,,,You Can Never Go Home Again,Dyan Sheldon,4.23,081673691X,9781400000000,en-US,10/15/2006,Hay House
,,,,,,,,,,,,You Can't Be Neutral on a Moving Train: A Personal History of Our Times,Howard Zinn,4.3,807071277,9780820000000,en-US,8/1/1995,Troll Communications
,,,,,,,,,,,,You Can't Go Home Again,Thomas Wolfe,4.04,60930055,9780810000000,eng,9/5/2002,Beacon Press
,,,,,,,,,,,,You Come Too: Favorite Poems for Readers of All Ages,Robert Frost/Noel Perrin,4.15,805069852,9780060000000,eng,8/5/1998,Harper Perennial
,,,,,,,,,,,,You Don't Know Jack (NY Girlfriends  #2),Erin McCarthy,3.72,075821409X,9780810000000,en-US,4/1/2002,Owlet Paperbacks
,,,,,,,,,,,,You Don't Love Me Yet,Jonathan Lethem,2.81,038551218X,9780760000000,en-US,10/1/2006,Brava
,,,,,,,,,,,,You Get So Alone at Times That it Just Makes Sense,Charles Bukowski,4.24,876856830,9780390000000,eng,5/29/2007,Doubleday Books
,,,,,,,,,,,,You Know You Love Me (Gossip Girl  #2),Cecily von Ziegesar,3.52,316911488,9780880000000,eng,6/5/1986,Black Sparrow Press
,,,,,,,,,,,,You Must Remember This,Joyce Carol Oates,3.76,452280192,9780320000000,en-US,9/1/2002,Poppy
,,,,,,,,,,,,You Remind Me of You: A Poetry Memoir,Eireann Corrigan,3.95,439297710,9780450000000,eng,11/1/1998,Plume
,,,,,,,,,,,,You Shall Know Our Velocity,Dave Eggers,3.63,141013451,9780440000000,eng,2/1/2002,Push
,,,,,,,,,,,,You Shall Know Our Velocity!,Dave Eggers,3.63,1400033543,9780140000000,eng,4/1/2004,Penguin
,,,,,,,,,,,,You Suck (A Love Story  #2),Christopher Moore,3.83,60590297,9781400000000,eng,7/1/2003,Vintage
,,,,,,,,,,,,You: On a Diet: The Owner's Manual for Waist Management,Michael F. Roizen/Mehmet C. Oz,3.66,743292545,9780060000000,eng,1/16/2007,William Morrow
,,,,,,,,,,,,You: The Owner's Manual: An Insider's Guide to the Body That Will Make You Healthier and Younger,Michael F. Roizen/Mehmet C. Oz,3.82,60765313,9780740000000,en-US,10/31/2006,Free Press
,,,,,,,,,,,,You'll Have Had Your Hole,Irvine Welsh,3.51,413728609,9780060000000,en-US,1/1/2005,Collins Publishers
,,,,,,,,,,,,Young Goodman Brown and Other Short Stories,Nathaniel Hawthorne,3.86,486270602,9780410000000,eng,4/2/1998,Bloomsbury Methuen Drama
,,,,,,,,,,,,Young Men and Fire,Norman Maclean,4.08,226500624,9780490000000,eng,2/5/1992,Dover Publications
,,,,,,,,,,,,Young Warriors: Stories of Strength,Tamora Pierce/Josepha Sherman/Margaret Mahy/Lesley McBain/Mike Resnick/Bruce Rogers/Pamela F. Service/Jan Stirling/Holly Black/Doranna Durgin/India Edghill/Rosemary Edghill/Esther M. Friesner/Laura Anne Gilman/Janis Ian/Brett Hartinge,3.91,375829636,9780230000000,eng,11/5/1993,University Of Chicago Press
,,,,,,,,,,,,Youngblood Hawke,Herman Wouk,4.04,316955175,9780380000000,eng,10/24/2006,Random House
,,,,,,,,,,,,Your and My Secret  Vol. 1,Ai Morinaga,3.54,1413901433,9780320000000,en-US,5/15/1992,Back Bay Books
,,,,,,,,,,,,Your Best Friend's Boyfriend (Follow Your Heart  #1),J.E. Bright,3.34,439791405,9781410000000,eng,7/6/2004,ADV Manga
,,,,,,,,,,,,Your Cheatin' Heart,Nancy Bartholomew,3.69,61014095,9780440000000,eng,1/1/2006,Scholastic Paperbacks
,,,,,,,,,,,,Your Child and Jesus: A Family Activity Book,Rick Osborne/Kevin Miller,0,080242855X,9780060000000,eng,2/2/2000,HarperTorch
,,,,,,,,,,,,Your Child's Self-Esteem: Step-by-Step Guidelines for Raising Responsible  Productive  Happy Children,Dorothy Corkille Briggs,4.27,385040202,9780800000000,eng,9/13/1999,Moody Publishers
,,,,,,,,,,,,Your Eight Year Old: Lively and Outgoing,Louise Bates Ames/Frances L. Ilg/Carol C. Haber/Betty David,3.86,440506816,9780390000000,en-US,6/15/1988,Harmony
,,,,,,,,,,,,Your First Year in Network Marketing: Overcome Your Fears  Experience Success  and Achieve Your Dreams!,Mark Yarnell/Rene Reid Yarnell/Richard  Poe,4.04,761512195,9780440000000,eng,3/1/1990,Dell
,,,,,,,,,,,,Your Inner Physician and You: CranioSacral Therapy and SomatoEmotional Release,John E. Upledger,4.11,1556432461,9780760000000,eng,1/7/1998,Three Rivers Press
,,,,,,,,,,,,Your Oasis on Flame Lake,Lorna Landvik,3.59,449002985,9781560000000,eng,9/4/1997,North Atlantic Books
,,,,,,,,,,,,You're Born an Original  Don't Die a Copy!,John Mason,4.06,884193551,9780450000000,eng,6/16/1998,Ballantine Books
