title,author,weeks_on_list,publication_date,average_rating,publisher
Chorus Skating (Spellsinger  #8),Alan Dean Foster,,10/1/1994,3.62,Aspect
Star Trek: Logs Five and Six (Star Trek: Log  #5-6),Alan Dean Foster,,9/5/2006,3.65,Del Rey Books
Star Trek: Logs 7-10,Alan Dean Foster,,6/1/1995,3.71,Pocket Books
The Hand of Dinotopia,Alan Dean Foster/James Gurney,,12/1/2002,3.96,Avon Books
Interlopers,Alan Dean Foster,,5/1/2001,3.33,Ace
Alien Nation,Alan Dean Foster,,7/1/1988,3.55,Warner Books
Phylogenesis (Founding of the Commonwealth  #1),Alan Dean Foster,,7/5/2000,3.82,Del Rey Books
Rashōmon and Seventeen Other Stories,Ryūnosuke Akutagawa/Jay Rubin/Haruki Murakami/Yoshihiro Tatsumi,,10/31/2006,4.13,Penguin Classics
How to Talk to Anyone: 92 Little Tricks for Big Success in Relationships,Leil Lowndes,,10/10/2003,3.78,Contemporary Books
There Was a Cold Lady Who Swallowed Some Snow!,Lucille Colandro/Jared Lee/Skip Hinnant,,8/13/2006,3.85,Scholastic Audio Books
The Red Badge of Courage & The Veteran,Stephen Crane/Shelby Foote,,9/12/2000,3.38,Modern Library
The Red Badge of Courage and Four Stories,Stephen Crane/James Dickey,,2/1/1997,3.35,Signet Classics
The Red Badge of Courage (Classic Starts),Oliver Ho/Jamel Akib/Arthur Pober/Stephen Crane,,3/28/2006,3.86,Sterling
New Threads in the Pattern: The Great Hunt  Part 2 (Wheel of Time  #2-2),Robert Jordan/Charles Keegan,,1/5/2004,4.27,Starscape
Lord of Chaos (The Wheel of Time  #6),Robert Jordan,,11/15/1995,4.13,Tor Books
Crossroads of Twilight (Wheel of Time  #10),Robert Jordan,,11/6/2003,3.82,Orbit
Frankenstein (SparkNotes Literature Guide),SparkNotes/Mary Wollstonecraft Shelley,,1/10/2002,3.5,SparkNotes
Mary Shelley‘s Frankenstein,Mary Wollstonecraft Shelley/Anca Munteanu,,4/15/2001,3.79,Cliffs Notes
Essential Monster of Frankenstein  Vol. 1,Gary Friedrich/Doug Moench/John Buscema/Mike Ploog/Val Mayerick,,10/20/2004,3.62,Marvel Comics
Frankenstein,Mary Wollstonecraft Shelley,,1/1/2004,3.79,Kaplan Publishing
Frankenstein,Mary Wollstonecraft Shelley,,10/30/2006,3.79,Kaplan
The Memoirs of Elizabeth Frankenstein,Theodore Roszak,,10/1/1996,3.56,Bantam
The Essential Frankenstein,Mary Wollstonecraft Shelley/Leonard Wolf/Christopher H. Bing,,10/1/1993,3.79,Plume
Father of Frankenstein,Christopher Bram,,4/1/1996,4.1,Plume
Frankenstein,Mary Wollstonecraft Shelley,,7/30/2004,3.79,Modern Publishing
The Walrus Was Paul: The Great Beatle Death Clues,R. Gary Patterson/Jay Fox,,10/29/1998,3.72,Touchstone
Harpo Speaks!,Harpo Marx/Rowland Barber,,7/1/2004,4.41,Limelight Editions
Groucho  Harpo  Chico  and Sometimes Zeppo: A History of the Marx Brothers and a Satire on the Rest of the World,Joe Adamson,,1/1/1983,4.07,Simon & Schuster
Topsail Island: Mayberry by the Sea,Ray McAllister/Vicki McAllister,,7/1/2006,3.94,John F. Blair  Publisher
Take on Me (Secret Lives of Daytime Divas  #1),Sarah Mayberry,,2/27/2007,3.69,Harlequin Blaze
All Over You (Secret Lives of Daytime Divas  #2),Sarah Mayberry,,3/27/2007,3.73,Harlequin Blaze
The 33 Strategies of War,Robert Greene/Joost Elffers,,1/19/2006,4.3,Viking
Jimmy Stewart: A Biography,Marc Eliot,,11/6/2006,3.85,Harmony
Jimmy Stewart: Bomber Pilot,Starr Smith/Walter Cronkite,,11/15/2006,3.93,Zenith Press
Jimmy Stewart: The Truth Behind the Legend,Michael Munn,,5/30/2006,3.97,Barricade Books
Dirt (Stone Barrington  #2),Stuart Woods,,8/7/1997,3.89,HarperTorch
La Ley del Exito,Paramahansa Yogananda,,6/1/1998,4.44,Self-Realization Fellowship Publishers
Incident at Exeter,John G. Fuller,,4/15/1978,3.56,Berkley Books (NY)
The Body Remembers: The Psychophysiology of Trauma and Trauma Treatment,Babette Rothschild,,10/17/2000,4.27,W. W. Norton  Company
Remember (Redemption  #2),Karen Kingsbury/Gary Smalley,,1/1/2003,4.43,Tyndale House Publishers
A Summer to Remember (Bedwyn Prequels  #2),Mary Balogh,,3/4/2003,4.08,Dell
Because I Remember Terror  Father  I Remember You,Sue William Silverman,,9/2/1999,4.11,University of Georgia Press
The Last Story (Remember Me  #3),Christopher Pike,,9/1/2002,3.65,Simon Pulse
A Place Where the Sea Remembers,Sandra Benítez,,2/5/1995,3.62,Scribner
She Who Remembers (Kwani  #1),Linda Lay Shuler,,8/5/2003,4.03,NAL Trade
What the Body Remembers,Shauna Singh Baldwin,,1/16/2001,3.89,Anchor
Long Gone Lonesome Blues (The Texas Brands  #4),Maggie Shayne,,4/1/1998,4.25,Silhouette
Remember When (Foster Saga  #1),Judith McNaught,,4/25/2006,3.95,Pocket Books
A Kiss to Remember (Once Upon a Time  #3),Teresa Medeiros,,4/30/2002,3.89,Bantam
Star Wars: The Complete Visual Dictionary,James Luceno/David West Reynolds/Ryder Windham,,9/25/2006,4.33,DK Children
Star Wars: The Ultimate Visual Guide,Daniel  Wallace/Ryder Windham,,3/19/2007,4.33,DK Children
Star Wars Complete Locations,James Luceno/Kerrie Dougherty/Simon Beecroft/Kristin Lund/Hans Jenssen/Richard Chasemore,,12/31/2005,4.31,DK Publishing (Dorling Kindersley)
Lego Star Wars: Prima Official Game Guide,Michael Littlefield,,9/12/2006,4.62,Prima Games
Star Wars: The New Essential Guide to Alien Species,Ann Margaret Lewis/Helen Keier/Chris Trevas/William O'Connor,,10/31/2006,4.18,Del Rey
Star Wars:  The New Essential Chronology,Daniel  Wallace/Mark Chiarello/Tommy Lee Edwards/John Van Fleet,,10/25/2005,4.3,Del Rey
The Swarm War (Star Wars: Dark Nest  #3),Troy Denning,,12/27/2005,3.49,Del Rey Books
Star Wars: Empire  Volume 7: The Wrong Side of the War,Welles Hartley/Davide Fabbri/Christian Dalla Vecchia,,1/30/2007,3.79,Dark Horse Books
Allegiance (Star Wars),Timothy Zahn,,1/30/2007,3.99,Del Rey
Creating the Worlds of Star Wars: 365 Days,John Knoll/J.W. Rinzler,,10/1/2005,4.13,Harry N. Abrams
Star Wars: Clone Wars  Volume 1: The Defense of Kamino and Other Tales,John Ostrander/W. Haden Blackman,,9/15/2003,3.85,Dark Horse Books
The Making of Star Wars (Star Wars:  The Making of  #1),J.W. Rinzler/Peter  Jackson,,4/24/2007,4.53,Del Rey
Star Wars:  The New Essential Guide to Weapons & Technology,W. Haden Blackman,,10/26/2004,4.08,Del Rey
The Secret on Ararat (Babylon Rising  #2),Tim LaHaye/Bob Phillips,,11/28/2006,4.23,Bantam
The Star Wars Cookbook II: Darth Malt and More Galactic Recipes,Wesley Martin/Frankie Frankeny,,7/1/2000,3.86,Chronicle Books
You Can Draw: Star Wars,Bonnie Burton/Matt Busch/Tom Hodges,,1/15/2007,4.05,DK Children
Star Wars: Empire  Volume 6: In the Shadows of Their Fathers,Thomas Andrews/Scott Allie,,11/7/2006,3.68,Dark Horse Books
Star Wars:  The New Essential Guide to Vehicles & Vessels,W. Haden Blackman/Ian Fullwood,,9/30/2003,4.12,Del Rey
Star Wars: Knights of the Old Republic  Vol. 1: Commencement (Star Wars: Knights of the Old Republic  #1),John Jackson Miller/Travis Charest/Michael Atiyeh/Brian Ching/Travel Foreman,,12/5/2006,4.07,Dark Horse Comics
The Star Wars Poster Book,Stephen J. Sansweet/Peter Vilmur,,9/29/2005,4.5,Chronicle Books
Star Wars: Clone Wars  Volume 9: Endgame,John Ostrander/Welles Hartley/Jan Duursema,,8/8/2006,4.11,Dark Horse Books
Wookiee Cookies: A Star Wars Cookbook,Robin  Davis/Frankie Frankeny,,9/1/1998,3.93,Chronicle Books
Star Wars:  The New Essential Guide to Characters,Daniel  Wallace/Michael Sutfin,,4/23/2002,3.98,Del Rey
The Star Wars Trilogy,George Lucas/Donald F. Glut/James Kahn,,8/31/2004,4.25,Del Rey
Star Wars Tales  Vol. 1,Dave Land/Peter David/Dave Cooper/Dan Jolley/Doug Wheatley/Tom Fowler/Kilian Plunkett/Sean Phillips/Ryder Windham/John Ostrander/Jan Duursema/Timothy Zahn/Darko Macan/Rich Handley/Igor Kordey/Ron Marz/Rich Hedden/Rick Leonardi/Claudio Castellini/Martin Egeland/Lovern Kindzierski/Chris Brunner/Peet Janes/Jim Woodring,,1/27/2004,3.89,Dark Horse Books
Complete Star Wars Trilogy Scrapbook Re-issue,David Levithan/Ryder Windham/Marc Cotta Vaz,,10/1/2004,3.14,Scholastic Paperbacks
Star Wars: Clone Wars  Volume 6: On the Fields of Battle,John Ostrander/Jan Duursema,,8/2/2005,4.04,Dark Horse Books
Star Wars: Clone Wars  Volume 8: The Last Siege  the Final Truth,John Ostrander/Jan Duursema/Dan Parsons,,4/11/2006,4.1,Dark Horse Books
Star by Star (Star Wars: The New Jedi Order  #9),Troy Denning,,10/3/2002,3.95,Arrow
Star Wars: Episode III - Revenge of the Sith: The Visual Dictionary,James Luceno/John Goodson/Robert E. Barnes,,4/2/2005,4.16,DK Children
The Wildlife of Star Wars,Terryl Whitlatch/Bob Carrau,,9/1/2001,4.42,Chronicle Books
The Dharma of Star Wars,Matthew Bortolin,,4/15/2005,4.03,Wisdom Publications
Star Wars: Rebellion  Vol. 1: My Brother  My Enemy,Rob Williams/Michel Lacombe,,2/27/2007,3.94,Dark Horse
Star Wars: Empire  Volume 1: Betrayal,Scott Allie/Ryan Benjamin/Curtis Arnold,,8/5/2003,3.82,Dark Horse Books
Revenge of the Sith (Star Wars: Novelizations  #3),Matthew Woodring Stover/George Lucas,,4/2/2005,4.14,Lucas Books
Star Wars:  Revenge of the Sith Incredible Cross-Sections,Curtis Saxton/Hans Jenssen/Richard Chasemore,,4/2/2005,4.21,DK Children
Star Wars: Clone Wars Adventures  Volume 6,W. Haden Blackman/Matt Fillbach/Shawn Fillbach/Ronda Pattison/Mike Kennedy/Stewart McKenney/Rick Lacy/Dan Jackson/Michael David Thomas/Joshua Elliott,,8/23/2006,3.78,Dark Horse Books
Star Wars: Empire  Volume 5: Allies and Adversaries,Ron Marz/Jeremy Barlow/Brandon Badeaux,,2/28/2006,3.51,Dark Horse Books
Yoda: Dark Rendezvous,Sean Stewart,,11/23/2004,3.88,Del Rey
Not a Genuine Black Man: Or  How I Claimed My Piece of Ground in the Lily-White Suburbs,Brian Copeland,,7/11/2006,4.04,Hachette Books
Black Man of the Nile and His Family,Yosef A.A. Ben-Jochannan,,11/22/1996,4.53,Black Classic Press
Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux,Black Elk/John G. Neihardt,,11/1/2004,4.13,Bison Books
Ring of Fire (Ring of Fire Anthology  #1),Eric Flint/David Weber/Mercedes Lackey/Dave Freer/Andrew Dennis/Virginia DeMarce/Loren K. Jones/S.L. Viehl/Anette M. Pedersen/Jonathan Cresswell/Scott Washburn/Deann Allen/Mike Turner/Greg Donahue/Walt Boyes/Jody Dorsett/K.D. Wentworth,,10/1/2005,3.9,Baen
1635: The Cannon Law (Assiti Shards  #8),Eric Flint/Andrew Dennis,,9/26/2006,3.76,Baen
Five Rings of Fire (Able Team  #11),Tom Arnett/Dick Stivers/Don Pendleton,,2/23/1984,3.64,Gold Eagle
Cash,Johnny Cash/Patrick   Carr,,10/7/2003,4.07,HarperOne
Johnny Cash,Michael Streissguth,,9/4/2006,3.79,Da Capo Press
Controversy Creates Cash,Eric Bischoff/Jeremy Roberts,,10/17/2006,3.62,World Wrestling Entertainment Books
Side Effects,Amy Goldman Koss,,10/3/2006,3.87,Roaring Brook Press
Myths of Light: Eastern Metaphors of the Eternal (Collected Work),Joseph Campbell/David Kudler,,5/16/2003,4.43,New World Library
The Inner Reaches of Outer Space: Metaphor as Myth and as Religion (Collected Worksl),Joseph Campbell,,1/9/2002,4.22,New World Library
The Power of Myth,Joseph Campbell/Bill Moyers,,6/1/1988,4.29,Anchor
The Beatles: The Biography,Bob Spitz,,10/10/2005,4.15,Little Brown
Here  There and Everywhere: My Life Recording the Music of the Beatles,Geoff Emerick/Howard Massey/Elvis Costello,,3/1/2007,4.25,Avery Publishing Group
The Beatles: 365 Days,Simon Wells,,11/1/2005,4.18,Harry N. Abrams
A Hard Day's Write: The Stories Behind Every Beatles Song,Steve Turner,,10/18/2005,4.18,It Books
Shout! The Beatles in Their Generation,Philip Norman,,2/15/2005,4.03,Fireside
The Beatles Illustrated Lyrics,Alan Aldridge/The Beatles,,5/1/2005,4.26,Black Dog & Leventhal Publishers
The Beatles' Story on Capitol Records  Part Two: The Albums,Bruce Spizer,,1/1/2010,4.72,Four Ninety-Eight Productions
The Rough Guide to The Beatles,Chris Ingham,,9/1/2006,3.91,Rough Guides
The Beatles Complete - Updated Edition,The Beatles,,12/1/1986,4.47,Hal Leonard Publishing Corporation
The Love You Make: An Insider's Story of the Beatles,Peter     Brown/Steven Gaines/Anthony DeCurtis,,11/5/2002,4.08,NAL
Magic Circles: The Beatles in Dream and History,Devin McKinney,,10/18/2004,3.88,Harvard University Press
A Day in the Life: The Music and Artistry of the Beatles,Mark Hertsgaard,,3/1/1996,4.16,Delta
Complete Beatles Chronicle  The,Mark Lewisohn/Peter  Guzzardi,,9/22/1992,4.39,Harmony
The Beatles Diary  Vol 1: From Liverpool to London (Falk Symposium),Keith Badman/Keith Badman,,2/1/2001,4.56,Omnibus Press
Two of Us: The Story of a Father  a Son  and the Beatles,Peter J. Smith,,2/4/2004,3.53,Houghton Mifflin Harcourt
A Hard Day's Write: The Stories Behind Every Beatles Song,Steve Turner,,11/1/1999,4.18,HarperResource
The Beatles,Hunter Davies,,4/17/2006,4.1,W. W. Norton  Company
Complete Idiot's Guide to The Beatles,Richard Buskin/Allan Kozinn,,12/1/1997,3.73,Alpha
Beatles: Every Little Thing,Maxwell Mackenzie,,12/1/1998,3.83,It Books
Margot Fonteyn,Meredith Daneman,,8/4/2005,4.03,Penguin
A General Theory of Love,Thomas Lewis/Fari Amini/Richard Lannon,,1/9/2001,4.11,Vintage
Mad Cowboy: Plain Truth from the Cattle Rancher Who Won't Eat Meat,Howard F. Lyman/Glen Merzer,,8/2/2001,4.13,Scribner
The Life You Were Born to Live,Dan Millman,,9/1/2000,4.11,MJF Books
Lover Eternal (Black Dagger Brotherhood  #2),J.R. Ward,,3/7/2006,4.35,Signet
The Silmarillion  Volume 3,J.R.R. Tolkien/Martin Shaw,,9/1/1998,4.19,Random House Audio
Sodom and Gomorrah (In Search of Lost Time  #4),Marcel Proust/C.K. Scott Moncrieff/Terence Kilmartin/D.J. Enright,,2/16/1999,4.35,Modern Library Classics
Swanns Way (In Search of Lost Time #1),Marcel Proust,,10/1/1992,4.14,Chatto and Windus
Missing Persons and Mistaken Identities: Women and Gender in Ancient Israel,Phyllis A. Bird,,1/1/1997,3.8,Augsburg Fortress Publishing
Mistaken Identity,Nayantara Sahgal,,12/30/2016,2.98,Harper Collins
The Skeptic's Dictionary: A Collection of Strange Beliefs  Amusing Deceptions  and Dangerous Delusions,Robert Todd Carroll,,7/1/2003,4.02,Wiley
The Bush Dyslexicon: Observations on a National Disorder,Mark Crispin Miller,,6/17/2002,3.56,W. W. Norton  Company
Extraordinary Popular Delusions & the Madness of Crowds (Great Minds),Charles Mackay,,5/1/2001,3.88,Prometheus Books
Extraordinary Popular Delusions and the Madness of Crowds/Confusión de Confusiones (Marketplace Book),Martin S. Fridson/Charles Mackay/Joseph de La Vega,,12/29/1995,3.91,Wiley
The Crowd/Extraordinary Popular Delusions & the Madness of Crowds,Gustave Le Bon/Charles Mackay,,11/1/1993,3.93,Wasendorf & Associates Inc
The Capture (Guardians of Ga'Hoole  #1),Kathryn Lasky,,6/1/2003,3.9,Scholastic Paperbacks
The Journey (Guardians of Ga'Hoole  #2),Kathryn Lasky,,9/1/2003,4,Scholastic  Inc.
The Rescue (Guardians of Ga'Hoole  #3),Kathryn Lasky,,1/1/2004,4.07,Scholastic  Inc.
The Night Journey,Kathryn Lasky,,3/17/2005,3.77,Puffin Books
The Collected Stories of Arthur C. Clarke,Arthur C. Clarke,,1/14/2002,4.29,Tom Doherty Associates/Orb Books
Sunstorm (A Time Odyssey  #2),Arthur C. Clarke/Stephen Baxter,,2/28/2006,3.83,Del Rey Books
Lair of the White Worm,Bram Stoker,,10/1/2002,2.86,Deodand Publishing
Best Ghost and Horror Stories,Bram Stoker/Richard Dalby,,11/2/2011,3.52,Dover Publications
The Blonde on the Street Corner,David Goodis,,1/15/1998,3.71,Serpent's Tail
Of Tender Sin,David Goodis/Adrian Wootton,,2/16/2001,3.69,Serpent's Tail
The Moon in the Gutter,David Goodis/Adrian Wootton,,12/8/1998,3.65,Serpent's Tail
Dear Peter Rabbit,Alma Flor Ada/Leslie Tryon,,1/1/2006,4.13,Aladdin Paperbacks
The Chocolate-Covered Contest (Nancy Drew  #151),Carolyn Keene,,9/1/1999,3.89,Aladdin
Ghost Stories (Nancy Drew),Carolyn Keene,,10/1/1989,3.75,Aladdin
The Humor of the American Cowboy,Stan Hoig/Nick Eggenhofer,,7/1/2006,3.43,Bison Books
Ghost in the Shell (Ghost in the Shell  #1),Masamune Shirow,,6/20/2006,4.18,Dark Horse Comics
Ghost in the Shell,Masamune Shirow,,2/25/2005,4.18,Titan
Ghost in the Shell 2: Innocence: After The Long Goodbye,Masaki Yamada/Yuji Oniki/Carl Gustav Horn/Daigo Shinma/Keita Saeki/Mamoru Oshii/Shinji Maki,,7/17/2007,3.97,VIZ Media LLC
At the Edge (Psychic Triplet Trilogy  #1),Cait London,,5/29/2007,3.79,Avon
Tallchief: The Hunter (The Tallchiefs #9),Cait London,,1/25/2002,4.12,Silhouette Desire
With Her Last Breath,Cait London,,6/24/2003,3.66,Avon
Tallchief For Keeps (The Tallchiefs #3),Cait London,,12/25/1996,4.2,Silhouette
The Sgt. Rock Archives  Vol. 3,Robert Kanigher/Joe Kubert/Russ Heath/Mark Chiarello/Jerry Grandinetti/Irv Novack,,8/1/2005,4.47,DC Comics
The Sgt. Rock Archives  Vol. 1,Robert Kanigher/Bob Haney/Joe Kubert/Jerry Grandinetti,,5/1/2002,4.2,DC Comics
Sgt. Rock: The Prophecy,Joe Kubert,,4/7/2007,3.47,DC Comics
Sgt. Frog  Vol. 13 (Sgt. Frog  #13),Mine Yoshizaki,,6/1/2007,4.23,TokyoPop
The Elements of Style,William Strunk Jr./E.B. White,,12/12/1991,4.19,MacMillan Publishing Company
On Basilisk Station (Honor Harrington  #1),David Weber,,7/26/2005,4.13,Baen Books
The Lure of the Basilisk (The Lords of Dûs  #1),Lawrence Watt-Evans,,11/1/2001,3.71,Wildside Press
Love Smart: Find the One You Want--Fix the One You Got,Phillip C. McGraw,,12/26/2006,3.56,Free Press
Love Smart: Find the One You Want--Fix the One You Got,Phillip C. McGraw,,12/6/2005,3.56,Free Press
Smart Love,Martha Heineman Pieper/William J. Pieper,,5/1/2001,3.91,Harvard Common Press
Sagwa  the Chinese Siamese Cat,Amy Tan/Gretchen Schields,,9/1/2001,4.03,Aladdin Paperbacks
The Bonesetter's Daughter,Amy Tan,,10/1/2004,3.99,Harper Perennial
The Opposite of Fate,Amy Tan,,7/1/2004,3.92,Harper Perennial
Bonesetter's Daughter,Amy Tan/Joan Chen,,1/1/2006,3.99,Phoenix Audio
The Horizontal World: Growing Up Wild in the Middle of Nowhere,Debra Marquart,,6/13/2006,3.77,Counterpoint LLC
Horizontal Gene Transfer,Michael Syvanen/Clarence I. Kado,,1/16/2002,4,Academic Press
The Greek Islands,Lawrence Durrell,,4/8/2002,3.89,Faber & Faber
The Avignon Quintet: Monsieur  Livia  Constance  Sebastian and Quinx,Lawrence Durrell,,11/1/2004,4.07,Faber & Faber
Through the Dark Labyrinth: A Biography of Lawrence Durrell,Gordon Bowker,,12/31/1997,3.83,St. Martin's Press
Clear Light of Day,Anita Desai,,9/12/2000,3.68,Mariner Books
In Custody,Anita Desai,,8/1/1994,3.33,Penguin Books Ltd
Baumgartner's Bombay,Anita Desai,,5/19/2000,3.47,Mariner Books
Tim Burton: Interviews,Kristian Fraga,,1/22/2010,4.26,University Press of Mississippi
Mysteries,Colin Wilson,,7/28/2006,4.08,Watkins
The Occult: A History,Colin Wilson,,2/12/1973,3.91,Vintage/Random House Inc. (NYC)
Exemplary Novels IV: Lady Cornelia  the Deceitful Marriage  the Dialogue of the Dogs,Miguel de Cervantes Saavedra/John Macklin,,1/1/1992,4.2,Aris & Phillips
In the Royal Manner : Expert Advice on Etiquette and Entertaining from the Former Butler to Diana  Princess of Wales,Paul Burrell,,12/14/2008,3.64,Warner Books
Because the Night (Lloyd Hopkins  #2),James Ellroy,,10/18/2005,3.48,Vintage
Crime Wave: Reportage and Fiction from the Underside of L.A.,James Ellroy/Art Cooper,,1/26/1999,3.59,Vintage Crime/Black Lizard
Suicide Hill (Lloyd Hopkins  #3),James Ellroy,,8/8/2006,3.53,Vintage
American Tabloid (Underworld USA #1),James Ellroy,,4/24/2001,4.21,Vintage/Random House (NY)
Your Cheatin' Heart,Nancy Bartholomew,,2/2/2000,3.69,HarperTorch
First Things First,Stephen R. Covey/A. Roger Merrill/Rebecca R. Merrill,,1/17/1996,4.1,Free Press
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey/Jim Collins,,11/9/2004,4.1,Free Press
The Speed of Trust: The One Thing that Changes Everything,Stephen M.R. Covey,,10/17/2006,3.99,Free Press
Everything Bad is Good for You,Steven Johnson,,5/2/2006,3.5,Riverhead Books
The Ghost Map: The Story of London's Most Terrifying Epidemic—and How It Changed Science  Cities  and the Modern World,Steven Johnson,,11/1/2006,3.9,Riverhead Books
The Fountains of Paradise,Arthur C. Clarke,,1/1/1979,3.96,Harcourt Brace Jovanovich (NY)
Bad Dreams,Kim Newman,,4/25/1995,3.16,Running Press
Strawberry Days: How Internment Destroyed a Japanese American Community,David Neiwert,,6/4/2005,4,St. Martin's Press
The Price of Glory (Saga of the Gray Death Legion  #3),William H. Keith Jr.,,10/1/1987,3.89,FASA Corp.
Feast of Souls (The Magister Trilogy  #1),C.S. Friedman,,1/2/2007,3.89,DAW
In Conquest Born (In Conquest Born  #1),C.S. Friedman,,11/1/2001,3.88,DAW
Black Sun Rising (The Coldfire Trilogy  #1),C.S. Friedman,,9/6/2005,3.93,Daw Books
Crown of Shadows (The Coldfire Trilogy  #3),C.S. Friedman,,11/1/2005,4.17,DAW
The Madness Season,C.S. Friedman,,10/3/1990,4.05,DAW Books Inc
